Name,Year,Gender,State,Count
Janiya,2004,F,DC,13
Laila,2004,F,DC,13
Madeleine,2004,F,DC,13
Molly,2004,F,DC,13
Rebecca,2004,F,DC,13
Amaya,2004,F,DC,12
Ana,2004,F,DC,12
Babygirl,2004,F,DC,12
Gabriela,2004,F,DC,12
Heaven,2004,F,DC,12
Imani,2004,F,DC,12
Mya,2004,F,DC,12
Saniya,2004,F,DC,12
Tamia,2004,F,DC,12
Alexa,2004,F,DC,11
Amari,2004,F,DC,11
Anaya,2004,F,DC,11
Ariana,2004,F,DC,11
Christine,2004,F,DC,11
Danielle,2004,F,DC,11
Gabriella,2004,F,DC,11
Jade,2004,F,DC,11
Kathryn,2004,F,DC,11
Lila,2004,F,DC,11
Lillian,2004,F,DC,11
Naomi,2004,F,DC,11
Trinity,2004,F,DC,11
Christina,2004,F,DC,10
Cindy,2004,F,DC,10
Elena,2004,F,DC,10
Faith,2004,F,DC,10
Karla,2004,F,DC,10
Layla,2004,F,DC,10
Nevaeh,2004,F,DC,10
Sasha,2004,F,DC,10
Tatiana,2004,F,DC,10
Brenda,2004,F,DC,9
Briana,2004,F,DC,9
Brooke,2004,F,DC,9
Ciara,2004,F,DC,9
Erica,2004,F,DC,9
Kira,2004,F,DC,9
Lydia,2004,F,DC,9
Natalia,2004,F,DC,9
Paige,2004,F,DC,9
Paris,2004,F,DC,9
Sadie,2004,F,DC,9
Sara,2004,F,DC,9
Sierra,2004,F,DC,9
Simone,2004,F,DC,9
Talia,2004,F,DC,9
Vanessa,2004,F,DC,9
Alana,2004,F,DC,8
Aliyah,2004,F,DC,8
Alyssa,2004,F,DC,8
Aniyah,2004,F,DC,8
Anne,2004,F,DC,8
Courtney,2004,F,DC,8
Cynthia,2004,F,DC,8
Dakota,2004,F,DC,8
Eliza,2004,F,DC,8
Genesis,2004,F,DC,8
Helen,2004,F,DC,8
Jocelyn,2004,F,DC,8
Juliana,2004,F,DC,8
Karen,2004,F,DC,8
Lesly,2004,F,DC,8
London,2004,F,DC,8
Mackenzie,2004,F,DC,8
Maeve,2004,F,DC,8
Miriam,2004,F,DC,8
Ruby,2004,F,DC,8
Alison,2004,F,DC,7
Anya,2004,F,DC,7
Ayanna,2004,F,DC,7
Caitlin,2004,F,DC,7
Clara,2004,F,DC,7
Claudia,2004,F,DC,7
Daria,2004,F,DC,7
Emely,2004,F,DC,7
Giselle,2004,F,DC,7
India,2004,F,DC,7
Isis,2004,F,DC,7
Jasmin,2004,F,DC,7
Kamari,2004,F,DC,7
Kendall,2004,F,DC,7
Maia,2004,F,DC,7
Makiya,2004,F,DC,7
Melissa,2004,F,DC,7
Monica,2004,F,DC,7
Nadia,2004,F,DC,7
Nancy,2004,F,DC,7
Nyla,2004,F,DC,7
Raquel,2004,F,DC,7
Savannah,2004,F,DC,7
Serenity,2004,F,DC,7
Skye,2004,F,DC,7
Tyra,2004,F,DC,7
Yasmine,2004,F,DC,7
Ada,2004,F,DC,6
Akira,2004,F,DC,6
Alexia,2004,F,DC,6
Amara,2004,F,DC,6
Angelica,2004,F,DC,6
Annika,2004,F,DC,6
Arianna,2004,F,DC,6
Audrey,2004,F,DC,6
Autumn,2004,F,DC,6
Bianca,2004,F,DC,6
Bridget,2004,F,DC,6
Carmen,2004,F,DC,6
Chelsea,2004,F,DC,6
Eve,2004,F,DC,6
Georgia,2004,F,DC,6
Jamie,2004,F,DC,6
Joi,2004,F,DC,6
Josephine,2004,F,DC,6
Julissa,2004,F,DC,6
Kaitlyn,2004,F,DC,6
Kaniya,2004,F,DC,6
Kathleen,2004,F,DC,6
Kennedi,2004,F,DC,6
Kylie,2004,F,DC,6
Kyra,2004,F,DC,6
Lauryn,2004,F,DC,6
Leila,2004,F,DC,6
Leslie,2004,F,DC,6
Logan,2004,F,DC,6
Lucia,2004,F,DC,6
Mariah,2004,F,DC,6
Marley,2004,F,DC,6
Melanie,2004,F,DC,6
Micah,2004,F,DC,6
Mikayla,2004,F,DC,6
Miranda,2004,F,DC,6
Paola,2004,F,DC,6
Phoebe,2004,F,DC,6
Rebeca,2004,F,DC,6
Riley,2004,F,DC,6
Ruth,2004,F,DC,6
Sabrina,2004,F,DC,6
Shayla,2004,F,DC,6
Summer,2004,F,DC,6
Taliyah,2004,F,DC,6
Tiara,2004,F,DC,6
Unique,2004,F,DC,6
Vivian,2004,F,DC,6
Adriana,2004,F,DC,5
Adrianna,2004,F,DC,5
Amy,2004,F,DC,5
Angie,2004,F,DC,5
Ariel,2004,F,DC,5
Asia,2004,F,DC,5
Bella,2004,F,DC,5
Brittany,2004,F,DC,5
Caitlyn,2004,F,DC,5
Carly,2004,F,DC,5
Celeste,2004,F,DC,5
Christiana,2004,F,DC,5
Clare,2004,F,DC,5
Crystal,2004,F,DC,5
Eden,2004,F,DC,5
Eloise,2004,F,DC,5
Emani,2004,F,DC,5
Fatima,2004,F,DC,5
Genevieve,2004,F,DC,5
Hailey,2004,F,DC,5
Jala,2004,F,DC,5
Janelle,2004,F,DC,5
Janet,2004,F,DC,5
Jaylen,2004,F,DC,5
Jenifer,2004,F,DC,5
Joanna,2004,F,DC,5
Jordyn,2004,F,DC,5
Kaiya,2004,F,DC,5
Kate,2004,F,DC,5
Katelyn,2004,F,DC,5
Katharine,2004,F,DC,5
Katie,2004,F,DC,5
Katrina,2004,F,DC,5
Kyla,2004,F,DC,5
Laniya,2004,F,DC,5
Lesli,2004,F,DC,5
Leyla,2004,F,DC,5
Lindsay,2004,F,DC,5
Madelyn,2004,F,DC,5
Mariana,2004,F,DC,5
Marina,2004,F,DC,5
Meredith,2004,F,DC,5
Miracle,2004,F,DC,5
Shania,2004,F,DC,5
Sindy,2004,F,DC,5
Sydni,2004,F,DC,5
Tamara,2004,F,DC,5
Taniya,2004,F,DC,5
Treasure,2004,F,DC,5
Sophia,2005,F,DC,51
Olivia,2005,F,DC,45
Elizabeth,2005,F,DC,43
Kayla,2005,F,DC,43
Katherine,2005,F,DC,42
Emily,2005,F,DC,41
Alexandra,2005,F,DC,36
Anna,2005,F,DC,36
Ashley,2005,F,DC,36
Ava,2005,F,DC,36
Emma,2005,F,DC,36
Abigail,2005,F,DC,34
Grace,2005,F,DC,34
Lauren,2005,F,DC,34
Destiny,2005,F,DC,33
Caroline,2005,F,DC,31
Sarah,2005,F,DC,31
Isabella,2005,F,DC,29
Julia,2005,F,DC,29
Natalie,2005,F,DC,29
Sofia,2005,F,DC,28
Hannah,2005,F,DC,27
Jennifer,2005,F,DC,27
Maya,2005,F,DC,27
Sydney,2005,F,DC,27
Taylor,2005,F,DC,27
Charlotte,2005,F,DC,26
Madison,2005,F,DC,26
Jasmine,2005,F,DC,25
Zoe,2005,F,DC,25
Gabrielle,2005,F,DC,23
Aaliyah,2005,F,DC,22
Jada,2005,F,DC,22
Makayla,2005,F,DC,22
Mia,2005,F,DC,22
Samantha,2005,F,DC,22
Victoria,2005,F,DC,22
Catherine,2005,F,DC,21
Chloe,2005,F,DC,21
Naomi,2005,F,DC,21
Trinity,2005,F,DC,21
Maria,2005,F,DC,20
Sophie,2005,F,DC,20
Jessica,2005,F,DC,19
Kennedy,2005,F,DC,19
Lucy,2005,F,DC,19
Nevaeh,2005,F,DC,19
Sara,2005,F,DC,19
Allison,2005,F,DC,18
Audrey,2005,F,DC,18
Brianna,2005,F,DC,18
Daniela,2005,F,DC,18
Stephanie,2005,F,DC,18
Angel,2005,F,DC,17
Aniyah,2005,F,DC,17
Brooke,2005,F,DC,17
Claire,2005,F,DC,17
Michelle,2005,F,DC,17
Amelia,2005,F,DC,16
Eleanor,2005,F,DC,16
Ella,2005,F,DC,16
Kimberly,2005,F,DC,16
Mary,2005,F,DC,16
Morgan,2005,F,DC,16
Gabriela,2005,F,DC,15
Lucia,2005,F,DC,15
Margaret,2005,F,DC,15
Isabel,2005,F,DC,14
Jordan,2005,F,DC,14
Laila,2005,F,DC,14
Andrea,2005,F,DC,13
Camille,2005,F,DC,13
Clara,2005,F,DC,13
Diana,2005,F,DC,13
Eva,2005,F,DC,13
Evelyn,2005,F,DC,13
Faith,2005,F,DC,13
Josephine,2005,F,DC,13
Kiara,2005,F,DC,13
Melanie,2005,F,DC,13
Rachel,2005,F,DC,13
Alexis,2005,F,DC,12
Alyssa,2005,F,DC,12
Erin,2005,F,DC,12
Jayla,2005,F,DC,12
Kyla,2005,F,DC,12
Nia,2005,F,DC,12
Vanessa,2005,F,DC,12
India,2005,F,DC,11
Karen,2005,F,DC,11
Leah,2005,F,DC,11
Lesly,2005,F,DC,11
Lydia,2005,F,DC,11
Madeline,2005,F,DC,11
Nicole,2005,F,DC,11
Nina,2005,F,DC,11
Rebecca,2005,F,DC,11
Sabrina,2005,F,DC,11
Stella,2005,F,DC,11
Amanda,2005,F,DC,10
Ana,2005,F,DC,10
Aniya,2005,F,DC,10
Bianca,2005,F,DC,10
Courtney,2005,F,DC,10
Elena,2005,F,DC,10
Genesis,2005,F,DC,10
Hailey,2005,F,DC,10
Jade,2005,F,DC,10
Jocelyn,2005,F,DC,10
Kaitlyn,2005,F,DC,10
Molly,2005,F,DC,10
Paris,2005,F,DC,10
Talia,2005,F,DC,10
Amani,2005,F,DC,9
Amari,2005,F,DC,9
Amira,2005,F,DC,9
Ariel,2005,F,DC,9
Diamond,2005,F,DC,9
Fiona,2005,F,DC,9
Heaven,2005,F,DC,9
Jacqueline,2005,F,DC,9
Karina,2005,F,DC,9
Leila,2005,F,DC,9
Lillian,2005,F,DC,9
Mackenzie,2005,F,DC,9
Riley,2005,F,DC,9
Savannah,2005,F,DC,9
Tania,2005,F,DC,9
Angela,2005,F,DC,8
Ariana,2005,F,DC,8
Babygirl,2005,F,DC,8
Caitlin,2005,F,DC,8
Chelsea,2005,F,DC,8
Cynthia,2005,F,DC,8
Emely,2005,F,DC,8
Erica,2005,F,DC,8
Janiya,2005,F,DC,8
Kate,2005,F,DC,8
Kathryn,2005,F,DC,8
Layla,2005,F,DC,8
Lily,2005,F,DC,8
London,2005,F,DC,8
Mikayla,2005,F,DC,8
Ruby,2005,F,DC,8
Ryan,2005,F,DC,8
Sasha,2005,F,DC,8
Tamia,2005,F,DC,8
Alana,2005,F,DC,7
Anne,2005,F,DC,7
Avery,2005,F,DC,7
Christina,2005,F,DC,7
Claudia,2005,F,DC,7
Eliza,2005,F,DC,7
Estefany,2005,F,DC,7
Gabriella,2005,F,DC,7
Imani,2005,F,DC,7
Jasmin,2005,F,DC,7
Karla,2005,F,DC,7
Kathleen,2005,F,DC,7
Kaylin,2005,F,DC,7
Kendall,2005,F,DC,7
Laura,2005,F,DC,7
Madeleine,2005,F,DC,7
Mariana,2005,F,DC,7
Miranda,2005,F,DC,7
Mya,2005,F,DC,7
Paige,2005,F,DC,7
Raven,2005,F,DC,7
Saniya,2005,F,DC,7
Simone,2005,F,DC,7
Skylar,2005,F,DC,7
Tiffany,2005,F,DC,7
Alison,2005,F,DC,6
Amy,2005,F,DC,6
Anya,2005,F,DC,6
Briana,2005,F,DC,6
Danielle,2005,F,DC,6
Delaney,2005,F,DC,6
Elise,2005,F,DC,6
Fatima,2005,F,DC,6
Giselle,2005,F,DC,6
Helen,2005,F,DC,6
Hope,2005,F,DC,6
Ingrid,2005,F,DC,6
Kira,2005,F,DC,6
Litzy,2005,F,DC,6
Lizbeth,2005,F,DC,6
Maia,2005,F,DC,6
Mariah,2005,F,DC,6
Micah,2005,F,DC,6
Nadia,2005,F,DC,6
Naimah,2005,F,DC,6
Ruth,2005,F,DC,6
Skye,2005,F,DC,6
Tess,2005,F,DC,6
Yasmin,2005,F,DC,6
Yasmine,2005,F,DC,6
Zion,2005,F,DC,6
Adelaide,2005,F,DC,5
Alexa,2005,F,DC,5
Anaya,2005,F,DC,5
Angie,2005,F,DC,5
Arielle,2005,F,DC,5
Asha,2005,F,DC,5
Brenda,2005,F,DC,5
Camila,2005,F,DC,5
Carmen,2005,F,DC,5
Ciara,2005,F,DC,5
Dakota,2005,F,DC,5
Dana,2005,F,DC,5
Deja,2005,F,DC,5
Destinee,2005,F,DC,5
Eve,2005,F,DC,5
Haley,2005,F,DC,5
Isabelle,2005,F,DC,5
Iyana,2005,F,DC,5
Janae,2005,F,DC,5
Jaqueline,2005,F,DC,5
Jenifer,2005,F,DC,5
Joanna,2005,F,DC,5
Jordyn,2005,F,DC,5
Joy,2005,F,DC,5
Juliana,2005,F,DC,5
Julissa,2005,F,DC,5
Justice,2005,F,DC,5
Kamryn,2005,F,DC,5
Kaniya,2005,F,DC,5
Katharine,2005,F,DC,5
Katie,2005,F,DC,5
Keira,2005,F,DC,5
Kelly,2005,F,DC,5
Kennedi,2005,F,DC,5
Khadijah,2005,F,DC,5
Lauryn,2005,F,DC,5
Liliana,2005,F,DC,5
Logan,2005,F,DC,5
Mariam,2005,F,DC,5
Marissa,2005,F,DC,5
Melissa,2005,F,DC,5
Michaela,2005,F,DC,5
Naima,2005,F,DC,5
Natalia,2005,F,DC,5
Nya,2005,F,DC,5
Nyla,2005,F,DC,5
Perla,2005,F,DC,5
Rayven,2005,F,DC,5
Sadie,2005,F,DC,5
Samara,2005,F,DC,5
Samia,2005,F,DC,5
Sanaa,2005,F,DC,5
Shannon,2005,F,DC,5
Shayla,2005,F,DC,5
Sierra,2005,F,DC,5
Skyy,2005,F,DC,5
Treasure,2005,F,DC,5
Veronica,2005,F,DC,5
Vivian,2005,F,DC,5
Zaniya,2005,F,DC,5
Katherine,2006,F,DC,53
Elizabeth,2006,F,DC,48
Ashley,2006,F,DC,46
Ava,2006,F,DC,41
Sophia,2006,F,DC,38
Olivia,2006,F,DC,37
Sofia,2006,F,DC,37
Caroline,2006,F,DC,34
Hannah,2006,F,DC,34
Abigail,2006,F,DC,33
Emily,2006,F,DC,33
Maya,2006,F,DC,33
Anna,2006,F,DC,32
Madison,2006,F,DC,32
Nevaeh,2006,F,DC,31
Kayla,2006,F,DC,30
Morgan,2006,F,DC,30
Sarah,2006,F,DC,29
Taylor,2006,F,DC,29
Charlotte,2006,F,DC,28
Isabella,2006,F,DC,28
Catherine,2006,F,DC,27
Emma,2006,F,DC,27
Jennifer,2006,F,DC,27
Alexandra,2006,F,DC,26
Julia,2006,F,DC,26
Grace,2006,F,DC,25
Naomi,2006,F,DC,25
Chloe,2006,F,DC,24
Diana,2006,F,DC,24
Sydney,2006,F,DC,24
Destiny,2006,F,DC,23
Gabrielle,2006,F,DC,23
Gabriela,2006,F,DC,22
Jasmine,2006,F,DC,22
Zoe,2006,F,DC,22
Faith,2006,F,DC,21
Mia,2006,F,DC,21
Jayla,2006,F,DC,20
Kimberly,2006,F,DC,20
Natalie,2006,F,DC,20
Makayla,2006,F,DC,19
Samantha,2006,F,DC,19
Angel,2006,F,DC,18
Aniya,2006,F,DC,18
Claire,2006,F,DC,18
Kennedy,2006,F,DC,18
Lauren,2006,F,DC,18
Trinity,2006,F,DC,18
Amelia,2006,F,DC,17
Brianna,2006,F,DC,17
Jada,2006,F,DC,17
London,2006,F,DC,17
Mary,2006,F,DC,17
Allison,2006,F,DC,16
Ella,2006,F,DC,16
Erin,2006,F,DC,16
Jocelyn,2006,F,DC,16
Josephine,2006,F,DC,16
Leah,2006,F,DC,16
Madeline,2006,F,DC,16
Maria,2006,F,DC,16
Michelle,2006,F,DC,16
Stephanie,2006,F,DC,16
Alexa,2006,F,DC,15
Lucy,2006,F,DC,15
Nicole,2006,F,DC,15
Sophie,2006,F,DC,15
Alyssa,2006,F,DC,14
Brooke,2006,F,DC,14
Eleanor,2006,F,DC,14
Gabriella,2006,F,DC,14
Isabel,2006,F,DC,14
Jordan,2006,F,DC,14
Layla,2006,F,DC,14
Sara,2006,F,DC,14
Amy,2006,F,DC,13
Aniyah,2006,F,DC,13
Clara,2006,F,DC,13
Lily,2006,F,DC,13
Madeleine,2006,F,DC,13
Natalia,2006,F,DC,13
Ana,2006,F,DC,12
Audrey,2006,F,DC,12
Avery,2006,F,DC,12
Bridget,2006,F,DC,12
Janiya,2006,F,DC,12
Jessica,2006,F,DC,12
Lila,2006,F,DC,12
Lillian,2006,F,DC,12
Margaret,2006,F,DC,12
Sadie,2006,F,DC,12
Aaliyah,2006,F,DC,11
Caitlin,2006,F,DC,11
Emely,2006,F,DC,11
Karen,2006,F,DC,11
Kelly,2006,F,DC,11
Kendall,2006,F,DC,11
Leslie,2006,F,DC,11
Lucia,2006,F,DC,11
Simone,2006,F,DC,11
Vanessa,2006,F,DC,11
Addison,2006,F,DC,10
Amaya,2006,F,DC,10
Andrea,2006,F,DC,10
Daniela,2006,F,DC,10
Eva,2006,F,DC,10
Jade,2006,F,DC,10
Kathryn,2006,F,DC,10
Keira,2006,F,DC,10
Makenzie,2006,F,DC,10
Melanie,2006,F,DC,10
Molly,2006,F,DC,10
Shaniya,2006,F,DC,10
Stella,2006,F,DC,10
Victoria,2006,F,DC,10
Alana,2006,F,DC,9
Angela,2006,F,DC,9
Annika,2006,F,DC,9
Ariana,2006,F,DC,9
Arianna,2006,F,DC,9
Autumn,2006,F,DC,9
Camila,2006,F,DC,9
Danielle,2006,F,DC,9
Diamond,2006,F,DC,9
Elena,2006,F,DC,9
Emerson,2006,F,DC,9
Genesis,2006,F,DC,9
Heaven,2006,F,DC,9
India,2006,F,DC,9
Isabelle,2006,F,DC,9
Jacqueline,2006,F,DC,9
Mckenzie,2006,F,DC,9
Megan,2006,F,DC,9
Mya,2006,F,DC,9
Nia,2006,F,DC,9
Nora,2006,F,DC,9
Paola,2006,F,DC,9
Rachel,2006,F,DC,9
Sabrina,2006,F,DC,9
Tatiana,2006,F,DC,9
Tiffany,2006,F,DC,9
Alexis,2006,F,DC,8
Asia,2006,F,DC,8
Fiona,2006,F,DC,8
Imani,2006,F,DC,8
Laila,2006,F,DC,8
Nina,2006,F,DC,8
Nyla,2006,F,DC,8
Ryan,2006,F,DC,8
Serenity,2006,F,DC,8
Taniya,2006,F,DC,8
Adriana,2006,F,DC,7
Alejandra,2006,F,DC,7
Amari,2006,F,DC,7
Amira,2006,F,DC,7
Angie,2006,F,DC,7
Anya,2006,F,DC,7
Ashly,2006,F,DC,7
Azaria,2006,F,DC,7
Camille,2006,F,DC,7
Carmen,2006,F,DC,7
Delaney,2006,F,DC,7
Dulce,2006,F,DC,7
Eden,2006,F,DC,7
Eliza,2006,F,DC,7
Emilia,2006,F,DC,7
Francesca,2006,F,DC,7
Georgia,2006,F,DC,7
Hope,2006,F,DC,7
Jasmin,2006,F,DC,7
Katie,2006,F,DC,7
Kyra,2006,F,DC,7
Lindsay,2006,F,DC,7
Maia,2006,F,DC,7
Melissa,2006,F,DC,7
Naima,2006,F,DC,7
Paris,2006,F,DC,7
Rebecca,2006,F,DC,7
Rose,2006,F,DC,7
Ruth,2006,F,DC,7
Sanaa,2006,F,DC,7
Yasmin,2006,F,DC,7
Zara,2006,F,DC,7
Aliyah,2006,F,DC,6
Amirah,2006,F,DC,6
Anne,2006,F,DC,6
Briana,2006,F,DC,6
Camryn,2006,F,DC,6
Cara,2006,F,DC,6
Ciara,2006,F,DC,6
Crystal,2006,F,DC,6
Cynthia,2006,F,DC,6
Dakota,2006,F,DC,6
Elise,2006,F,DC,6
Evelyn,2006,F,DC,6
Fatima,2006,F,DC,6
Frances,2006,F,DC,6
Gloria,2006,F,DC,6
Hanna,2006,F,DC,6
Heidi,2006,F,DC,6
Jaelyn,2006,F,DC,6
Jamia,2006,F,DC,6
Janiyah,2006,F,DC,6
Jazmine,2006,F,DC,6
Jordyn,2006,F,DC,6
Kamari,2006,F,DC,6
Karina,2006,F,DC,6
Kathleen,2006,F,DC,6
Kenya,2006,F,DC,6
Leila,2006,F,DC,6
Lesly,2006,F,DC,6
Meghan,2006,F,DC,6
Mikayla,2006,F,DC,6
Miracle,2006,F,DC,6
Phoebe,2006,F,DC,6
Riley,2006,F,DC,6
Rosa,2006,F,DC,6
Sanai,2006,F,DC,6
Saniyah,2006,F,DC,6
Sasha,2006,F,DC,6
Savannah,2006,F,DC,6
Skye,2006,F,DC,6
Skylar,2006,F,DC,6
Summer,2006,F,DC,6
Talia,2006,F,DC,6
Veronica,2006,F,DC,6
Zion,2006,F,DC,6
Alison,2006,F,DC,5
Amani,2006,F,DC,5
Amber,2006,F,DC,5
Anais,2006,F,DC,5
Annabel,2006,F,DC,5
Arielle,2006,F,DC,5
Ayanna,2006,F,DC,5
Bianca,2006,F,DC,5
Callie,2006,F,DC,5
Campbell,2006,F,DC,5
Carla,2006,F,DC,5
Cassidy,2006,F,DC,5
Chanel,2006,F,DC,5
Chelsea,2006,F,DC,5
Colette,2006,F,DC,5
Daria,2006,F,DC,5
Desiree,2006,F,DC,5
Dominique,2006,F,DC,5
Erica,2006,F,DC,5
Giselle,2006,F,DC,5
Helen,2006,F,DC,5
Ingrid,2006,F,DC,5
Jamie,2006,F,DC,5
Janae,2006,F,DC,5
Jane,2006,F,DC,5
Julie,2006,F,DC,5
Kate,2006,F,DC,5
Katelyn,2006,F,DC,5
Kelis,2006,F,DC,5
Kyla,2006,F,DC,5
Lydia,2006,F,DC,5
Mackenzie,2006,F,DC,5
Madelyn,2006,F,DC,5
Maeve,2006,F,DC,5
Mariana,2006,F,DC,5
Norah,2006,F,DC,5
Nylah,2006,F,DC,5
Paige,2006,F,DC,5
Patricia,2006,F,DC,5
Paula,2006,F,DC,5
Penelope,2006,F,DC,5
Peyton,2006,F,DC,5
Princess,2006,F,DC,5
Sarai,2006,F,DC,5
Shakira,2006,F,DC,5
Sonia,2006,F,DC,5
Susan,2006,F,DC,5
Tania,2006,F,DC,5
Taryn,2006,F,DC,5
Tess,2006,F,DC,5
Valerie,2006,F,DC,5
Virginia,2006,F,DC,5
Vivian,2006,F,DC,5
Yessenia,2006,F,DC,5
Zaniya,2006,F,DC,5
Ashley,2007,F,DC,58
Sophia,2007,F,DC,53
Katherine,2007,F,DC,43
Elizabeth,2007,F,DC,41
Caroline,2007,F,DC,39
Kayla,2007,F,DC,37
Madison,2007,F,DC,37
Olivia,2007,F,DC,37
Isabella,2007,F,DC,36
Zoe,2007,F,DC,33
Abigail,2007,F,DC,32
Anna,2007,F,DC,32
Emily,2007,F,DC,31
Hannah,2007,F,DC,31
Jennifer,2007,F,DC,31
Maya,2007,F,DC,30
Chloe,2007,F,DC,29
Claire,2007,F,DC,29
Charlotte,2007,F,DC,27
Julia,2007,F,DC,27
Kimberly,2007,F,DC,27
Alexandra,2007,F,DC,26
Lauren,2007,F,DC,26
Grace,2007,F,DC,25
Kennedy,2007,F,DC,25
Maria,2007,F,DC,25
Mia,2007,F,DC,25
Nevaeh,2007,F,DC,25
Sarah,2007,F,DC,25
Andrea,2007,F,DC,24
Brianna,2007,F,DC,24
Emma,2007,F,DC,24
Sofia,2007,F,DC,23
Sydney,2007,F,DC,23
Catherine,2007,F,DC,22
Jasmine,2007,F,DC,21
Lily,2007,F,DC,21
Morgan,2007,F,DC,21
Margaret,2007,F,DC,20
Allison,2007,F,DC,19
Amelia,2007,F,DC,19
Ava,2007,F,DC,19
Gabriela,2007,F,DC,19
Gabrielle,2007,F,DC,19
London,2007,F,DC,19
Madeline,2007,F,DC,19
Mary,2007,F,DC,19
Natalie,2007,F,DC,19
Samantha,2007,F,DC,19
Sophie,2007,F,DC,19
Ella,2007,F,DC,18
Isabel,2007,F,DC,18
Makayla,2007,F,DC,18
Taylor,2007,F,DC,18
Victoria,2007,F,DC,18
Audrey,2007,F,DC,17
Eleanor,2007,F,DC,17
Genesis,2007,F,DC,17
Karen,2007,F,DC,17
Alyssa,2007,F,DC,16
Avery,2007,F,DC,16
Emely,2007,F,DC,16
Imani,2007,F,DC,16
Jada,2007,F,DC,16
Jessica,2007,F,DC,16
Michelle,2007,F,DC,16
Ana,2007,F,DC,15
Destiny,2007,F,DC,15
Gabriella,2007,F,DC,15
Laila,2007,F,DC,15
Angel,2007,F,DC,14
Angie,2007,F,DC,14
Erin,2007,F,DC,14
Jocelyn,2007,F,DC,14
Jordan,2007,F,DC,14
Ruth,2007,F,DC,14
Stephanie,2007,F,DC,14
Aniya,2007,F,DC,13
Diana,2007,F,DC,13
Heaven,2007,F,DC,13
Jasmin,2007,F,DC,13
Jayla,2007,F,DC,13
Leah,2007,F,DC,13
Leslie,2007,F,DC,13
Rachel,2007,F,DC,13
Trinity,2007,F,DC,13
Aaliyah,2007,F,DC,12
Alexa,2007,F,DC,12
Arianna,2007,F,DC,12
Camille,2007,F,DC,12
Fiona,2007,F,DC,12
Logan,2007,F,DC,12
Megan,2007,F,DC,12
Nora,2007,F,DC,12
Sara,2007,F,DC,12
Autumn,2007,F,DC,11
Diamond,2007,F,DC,11
Eva,2007,F,DC,11
Evelyn,2007,F,DC,11
Kendall,2007,F,DC,11
Layla,2007,F,DC,11
Lucy,2007,F,DC,11
Melissa,2007,F,DC,11
Sadie,2007,F,DC,11
Vanessa,2007,F,DC,11
Addison,2007,F,DC,10
Alicia,2007,F,DC,10
Aniyah,2007,F,DC,10
Ariana,2007,F,DC,10
Clara,2007,F,DC,10
Janiyah,2007,F,DC,10
Josephine,2007,F,DC,10
Madeleine,2007,F,DC,10
Miracle,2007,F,DC,10
